cpf,nome,arg_class,ano_entrada
111.666.750-16,Rodrigo Pablo,566.00,2018
111.622.429-54,Vitor Fernando,452.90,2018
111.701.804-29,Vitoria Guilhermina,642.88,2018
111.417.759-91,Vitoria Mauricio,520.00,2018
111.847.980-47,Sophie Vinicius,0.00,2018
111.533.751-81,Thales Emilly,0.00,2018
111.075.341-92,Emilly Thales,495.50,2018
111.326.089-61,Arthur Renan,531.00,2018
111.314.382-51,Otavio Diego,0.00,2018
111.726.216-48,Gustavo Guilherme,535.80,2018
111.049.107-90,Vinicius Mauricio,497.50,2018
111.522.877-05,Leticia Hugo,52.38,2018
111.798.573-72,Eloah Diego,492.10,2018
111.599.178-06,Pablo Otavio,645.68,2018
111.094.428-08,Vanessa Maria,42.42,2018
111.162.333-79,Hugo Enzo,427.20,2018
111.000.573-11,Lorena Sofia,64.17,2018
111.325.199-76,Luan Cecilia,565.60,2018
111.640.362-31,Roberto Beatriz,15.38,2018
111.626.467-17,Evelyn Fernando,43.24,2018
111.012.443-44,Lais Rodrigo,469.50,2018
111.060.585-15,Pedro Rafael,0.00,2018
111.712.483-49,Vinicius Carolina,618.40,2018
111.627.419-01,Fernanda Caio,49.43,2018
111.131.067-00,Julia Julia,40.25,2018
111.350.863-99,Vinicius Bruna,707.30,2018
111.269.680-35,Maria Felipe,38.38,2018
111.206.183-73,Elisa Alex,551.90,2018
111.343.296-29,Lucas Mauricio,558.70,2018
111.085.904-06,Felipe Felipe,490.00,2018
111.412.016-03,Maria Mariana,531.60,2018
111.370.479-51,Alana Renato,0.00,2018
111.674.247-51,Lucas Fernanda,540.10,2018
111.695.635-07,Vanessa Sophia,0.00,2018
111.609.477-09,Sophia Bruna,59.67,2018
111.615.849-58,Livia Cecilia,490.10,2018
111.329.846-85,Beatriz Catarina,569.10,2018
111.976.968-69,Eloah Thiago,529.50,2018
111.723.408-98,Rodrigo Viviane,0.00,2018
111.887.889-94,Marcelo Lorena,46.07,2018
111.363.125-05,Leticia Bruna,0.00,2018
111.650.240-09,Nathanael Sophie,543.90,2018
111.646.469-07,Arthur Renato,0.00,2018
111.495.837-21,Catarina Diego,486.50,2018
111.469.126-88,Emilly Luciana,0.00,2018
111.205.703-37,Gabriel Matheus,552.60,2018
111.436.901-70,Leticia Amanda,457.90,2018
111.124.483-57,Eloah Lara,494.30,2018
111.148.410-94,Guilherme Leonardo,46.40,2018
111.145.143-83,Catarina Luan,48.44,2018
111.365.869-10,Natalia Guilherme,523.80,2018
111.110.296-25,Vitoria Sofia,15.13,2018
111.368.008-02,Vinicius Raul,511.60,2018
111.154.782-00,Eduardo Lara,468.60,2018
111.914.044-68,Vinicius Fernanda,62.00,2018
111.447.523-94,Clara Sophia,625.80,2018
111.597.980-78,Pedro Beatriz,452.10,2018
111.328.240-50,Gabriel Eloah,605.30,2018
111.894.566-10,Luan Vinicius,41.20,2018
111.941.309-78,Carolina Luiz,499.90,2018
111.230.452-36,Alana Eduardo,498.40,2018
111.767.458-64,Alana Emilly,419.80,2018
111.268.343-87,Emilly Eduarda,46.63,2018
111.073.864-82,Felipe Lorena,559.00,2018
111.162.432-70,Bruno Amanda,502.40,2018
111.691.713-00,Renato Valeria,551.20,2018
111.026.894-81,Catarina Paula,518.10,2018
111.377.844-52,Lucas Clara,467.60,2018
111.420.828-00,Gabriel Guilhermina,19.00,2018
111.840.979-34,Pedro Valentina,513.30,2018
111.630.793-60,Evelyn Beatriz,498.10,2018
111.499.587-70,Alice Carolina,49.89,2018
111.201.987-24,Clara Luciana,495.10,2018
111.692.869-23,Joao Rodrigo,711.40,2018
111.923.926-60,Melissa Juliana,34.99,2018
111.697.527-20,Nathanael Fernanda,709.82,2018
111.946.059-25,Mauricio Jose,424.60,2018
111.653.033-96,Manuela Michele,544.50,2018
111.634.781-06,Alice Paula,579.60,2018
111.358.050-90,Bruna Luiz,0.00,2018
111.608.139-66,Emilly Mauricio,477.70,2018
111.042.154-07,Larissa Diego,461.40,2018
111.187.903-96,Amanda Emilly,555.50,2018
111.061.464-88,Juliana Livia,659.14,2018
111.134.108-96,Eduardo Fernanda,527.10,2018
111.043.351-28,Fernanda Sophie,645.62,2018
111.411.966-03,Hugo Eduarda,639.44,2018
111.129.602-40,Caroline Viviane,634.36,2018
111.463.951-37,Fernanda Thales,676.30,2018
111.347.851-02,Wagner Alex,40.00,2018
111.796.789-99,Lucas Maria,51.00,2018
111.899.270-04,Lucas Vinicius,55.44,2018
111.771.915-47,Luana Fernando,53.97,2018
111.991.623-05,Ricardo Beatriz,566.30,2018
111.732.532-21,Miguel Caroline,724.98,2018
111.959.546-48,Sophia Guilherme,613.10,2018
111.673.082-27,Caua Arthur,533.40,2018
111.839.584-55,Sophie Gustavo,478.10,2018
111.748.416-32,Leandro Bruna,667.26,2018
111.453.716-06,Joao Cecilia,42.59,2018
111.417.254-62,Mauricio Rodrigo,41.00,2018
111.827.706-01,Vitoria Leandro,640.80,2018
111.483.787-75,Rafael Caio,549.30,2018
111.153.670-52,Luiz Renato,39.93,2018
111.724.941-23,Lorena Roberto,507.30,2018
111.746.997-80,Joao Ricardo,484.60,2018
111.307.826-57,Alex Roberto,518.70,2018
111.675.096-93,Manuela Caio,672.50,2018
111.714.279-75,Valeria Natalia,516.00,2018
111.115.935-02,Nathanael Matheus,500.20,2018
111.032.158-31,Valentina Pedro,535.00,2018
111.888.427-34,Leticia Cecilia,560.20,2018
111.173.705-97,Nicolas Laura,0.00,2018
111.429.729-11,Alice Laura,542.20,2018
111.791.738-29,Elisa Joao,519.30,2018
111.391.687-30,Elisa Enzo,40.38,2018
111.893.671-04,Mariana Mauricio,0.00,2018
111.647.493-09,Alice Renato,56.68,2018
111.465.802-99,Yuri Isadora,56.28,2018
111.025.202-12,Guilhermina Cecilia,573.80,2018
111.716.249-41,Sophia Sophie,34.69,2018
111.768.585-58,Ricardo Emilly,65.13,2018
111.960.567-20,Michele Matheus,44.40,2018
111.127.402-53,Diego Leticia,495.80,2018
111.993.631-78,Juliana Gustavo,19.00,2018
111.153.835-30,Amanda Eloah,53.50,2018
111.641.920-92,Elisa Michele,508.80,2018
111.892.163-16,Evelyn Elisa,579.20,2018
111.381.912-60,Sophia Emilly,563.90,2018
111.386.179-60,Emilly Daniel,15.50,2018
111.730.197-80,Julia Luiz,572.80,2018
111.225.442-03,Gabriel Luiz,0.00,2018
111.078.722-80,Luana Eduarda,598.80,2018
111.505.013-58,Alice Mariana,0.00,2018
111.100.816-96,Mauricio Guilherme,2.00,2018
111.897.906-40,Nathanael Isabela,0.00,2018
111.948.839-85,Vinicius Otavio,568.80,2018
111.460.935-68,Vinicius Alana,569.00,2018
111.875.530-25,Sophia Wagner,570.00,2018
111.389.787-00,Rodrigo Vinicius,469.80,2018
111.539.794-56,Amanda Eloah,493.00,2018
111.550.895-59,Felipe Isadora,505.80,2018
111.584.180-40,Joao Enzo,41.30,2018
111.521.854-88,Arthur Luiz,490.30,2018
111.007.730-04,Vitoria Daniel,41.47,2018
111.229.540-24,Roberto Roberto,41.07,2018
111.035.261-07,Clara Caroline,502.00,2018
111.457.466-40,Viviane Julia,523.20,2018
111.244.360-93,Maria Bruno,533.60,2018
111.867.811-06,Lorena Alice,649.98,2018
111.365.420-08,Carolina Ricardo,522.80,2018
111.577.733-19,Elisa Leticia,63.60,2018
111.714.218-60,Larissa Michele,58.77,2018
111.887.095-30,Pablo Natalia,673.60,2018
111.920.886-30,Leonardo Pablo,533.60,2018
111.781.190-15,Julia Eduarda,656.78,2018
111.427.675-09,Nathanael Diego,42.04,2018
111.247.308-01,Beatriz Jose,519.00,2018
111.240.636-98,Caio Cecilia,48.25,2018
111.119.068-27,Caua Bruna,40.37,2018
111.324.097-40,Nicolas Raul,553.00,2018
111.740.096-88,Valeria Lais,646.58,2018
111.976.612-73,Luiz Catarina,41.50,2018
111.848.181-05,Rodrigo Renan,610.10,2018
111.763.380-03,Luca Luiz,564.80,2018
111.003.239-09,Alana Eduardo,40.31,2018
111.140.947-22,Larissa Luana,48.25,2018
111.437.259-67,Guilhermina Luca,17.88,2018
111.354.176-53,Luca Jose,47.94,2018
111.177.812-27,Leticia Livia,40.70,2018
111.309.898-75,Laura Beatriz,529.50,2018
111.296.456-86,Rafael Catarina,656.60,2018
111.802.989-90,Miguel Rodrigo,702.92,2018
111.925.351-04,Luca Caio,591.30,2018
111.175.868-58,Carolina Bianca,41.73,2018
111.951.302-30,Valentina Luca,0.00,2018
111.719.589-10,Alice Daniel,1.00,2018
111.675.062-52,Raul Isadora,648.14,2018
111.467.359-67,Otavio Leticia,0.00,2018
111.908.272-41,Juliana Vitor,42.86,2018
111.402.796-49,Laura Thales,0.00,2018
111.621.623-58,Valentina Melissa,35.00,2018
111.555.479-45,Eduardo Gabriel,577.90,2018
111.672.942-75,Pedro Vinicius,452.90,2018
111.055.558-89,Manuela Sophia,498.90,2018
111.796.059-17,Bruna Laura,45.38,2018
111.935.741-43,Livia Bianca,543.40,2018
111.221.501-47,Guilhermina Helena,557.60,2018
111.253.752-28,Enzo Maria,53.00,2018
111.097.712-10,Helena Wagner,40.90,2018
111.592.343-61,Bianca Gustavo,513.40,2018
111.518.244-95,Caua Melissa,0.00,2018
111.241.512-99,Livia Valeria,53.60,2018
111.144.992-07,Helena Fernanda,430.10,2018
111.186.967-06,Vitoria Luca,529.70,2018
111.330.988-15,Sofia Felipe,517.10,2018
111.830.965-84,Jose Pablo,623.90,2018
111.698.948-32,Manuela Vinicius,17.25,2018
111.993.725-74,Leandro Cecilia,37.89,2018
111.234.356-50,Cecilia Hugo,607.70,2018
111.806.326-20,Leticia Arthur,503.10,2018
111.345.229-06,Lais Eduardo,53.17,2018
111.365.971-98,Marcos Gabriel,540.50,2018
111.063.306-47,Rodrigo Vinicius,483.10,2018
111.397.970-77,Caua Pedro,520.30,2018
111.702.976-00,Sophia Thiago,585.60,2018
111.196.179-53,Rafael Alana,631.68,2018
111.798.072-04,Otavio Caua,640.60,2018
111.104.275-85,Alana Thales,541.50,2018
111.937.216-89,Melissa Joao,0.00,2018
111.548.991-14,Marcos Camila,0.00,2018
111.623.023-79,Marcelo Pedro,533.20,2018
111.528.236-46,Otavio Renan,441.00,2018
111.588.760-03,Alex Renan,49.20,2018
111.244.925-94,Michele Alana,549.30,2018
111.800.135-40,Caua Vitoria,39.26,2018
111.523.429-07,Caroline Ricardo,46.45,2018
111.866.554-52,Enzo Cecilia,544.40,2018
111.173.505-79,Mateus Mateus,33.13,2018
111.133.487-75,Diego Leonardo,504.10,2018
111.619.731-71,Mauricio Valeria,43.85,2018
111.076.634-28,Lorena Luca,0.00,2018
111.865.002-34,Bianca Valentina,622.20,2018
111.610.919-66,Alice Diego,551.50,2018
111.123.007-49,Hugo Amanda,46.94,2018
111.630.469-57,Rafael Fernanda,506.80,2018
111.406.838-68,Bianca Sophie,503.50,2018
111.593.227-10,Hugo Natalia,36.65,2018
111.766.766-22,Arthur Vitoria,52.25,2018
111.562.444-68,Isadora Leandro,2.00,2018
111.037.826-25,Alex Caua,518.90,2018
111.399.532-68,Diego Nicolas,479.00,2018
111.550.799-00,Luca Caio,41.20,2018
111.434.547-95,Helena Manuela,613.80,2018
111.522.543-06,Carolina Yuri,567.60,2018
111.720.281-19,Mariana Luciana,0.00,2018
111.290.890-24,Julia Maria,567.60,2018
111.298.570-54,Ricardo Amanda,38.28,2018
111.889.768-29,Eduarda Alice,510.10,2018
111.954.582-89,Ricardo Mateus,646.32,2018
111.233.426-00,Vitoria Wagner,0.00,2018
111.290.484-18,Vinicius Thales,0.00,2018
111.148.200-48,Thales Alice,50.40,2018
111.529.378-07,Diego Joao,0.00,2018
111.828.571-62,Leonardo Vitoria,484.40,2018
111.307.237-96,Daniel Fernando,498.10,2018
111.211.176-99,Nicolas Alice,46.81,2018
111.326.807-87,Caio Mateus,45.00,2018
111.374.906-00,Maria Arthur,658.60,2018
111.375.181-77,Marcelo Enzo,37.50,2018
111.189.773-00,Gabriel Alana,662.72,2018
111.221.644-00,Eloah Miguel,576.10,2018
111.265.334-03,Raul Pedro,637.00,2018
111.505.226-10,Luiz Diego,560.60,2018
111.275.800-07,Clara Clara,593.90,2018
111.283.821-45,Ricardo Vitoria,700.42,2018
111.998.533-01,Guilherme Eduardo,49.94,2018
111.384.196-33,Rodrigo Leonardo,662.88,2018
111.049.466-99,Viviane Otavio,498.40,2018
111.763.020-49,Sofia Daniel,38.88,2018
111.573.435-70,Joao Guilherme,44.81,2018
111.413.712-10,Luana Hugo,541.10,2018
111.539.300-75,Bruna Vinicius,504.10,2018
111.999.130-04,Pablo Mauricio,542.90,2018
111.944.824-43,Eduarda Beatriz,705.00,2018
111.969.317-91,Joao Eloah,0.00,2018
111.239.338-68,Rafael Nathanael,481.60,2018
111.941.300-41,Guilhermina Isadora,499.30,2018
111.904.322-87,Renato Clara,512.30,2018
111.538.021-91,Helena Diego,536.90,2018
111.754.492-80,Gustavo Thiago,544.90,2018
111.819.603-89,Laura Marcos,576.90,2018
111.384.860-07,Alice Clara,546.30,2018
111.940.682-12,Natalia Isabela,663.40,2018
111.054.594-99,Luiz Yuri,488.00,2018
111.629.324-35,Vinicius Vanessa,542.50,2018
111.030.540-59,Bianca Valentina,522.40,2018
111.466.737-08,Sophia Sophia,53.44,2018
111.266.062-31,Melissa Miguel,641.14,2018
111.612.629-20,Caua Fernanda,38.40,2018
111.240.157-44,Felipe Cecilia,484.30,2018
111.884.942-74,Rafael Luan,658.04,2018
111.516.179-55,Eloah Alana,43.27,2018
111.750.089-71,Melissa Valeria,534.30,2018
111.983.863-40,Otavio Roberto,497.90,2018
111.194.993-44,Leonardo Mauricio,530.30,2018
111.352.481-72,Mateus Vanessa,0.00,2018
111.165.555-14,Elisa Juliana,38.53,2018
111.931.540-57,Maria Evelyn,22.00,2018
111.753.258-88,Natalia Gustavo,50.34,2018
111.258.626-37,Larissa Luan,488.40,2018
111.268.311-00,Sofia Vinicius,15.00,2018
111.243.295-70,Luiz Isabela,35.40,2018
111.368.406-69,Pablo Gabriel,39.17,2018
111.241.695-90,Pedro Maria,51.57,2018
111.891.096-07,Wagner Ricardo,504.30,2018
111.688.527-98,Catarina Hugo,571.10,2018
111.893.570-09,Rafael Helena,0.00,2018
111.549.578-60,Valeria Larissa,34.81,2018
111.699.220-21,Leticia Natalia,44.69,2018
111.219.281-33,Alana Juliana,59.19,2018
111.616.348-44,Lorena Valeria,639.92,2018
111.100.247-35,Diego Leonardo,589.60,2018
111.432.131-96,Rafael Isabela,41.22,2018
111.255.601-10,Viviane Daniel,453.60,2018
111.299.421-43,Matheus Otavio,601.80,2018
111.059.701-26,Luana Helena,38.34,2018
111.600.057-47,Joao Thales,54.20,2018
111.062.919-53,Otavio Miguel,512.50,2018
111.825.900-56,Diego Renato,566.40,2018
111.696.975-75,Vinicius Gabriel,43.59,2018
111.697.161-12,Thiago Mauricio,710.16,2018
111.430.760-80,Leonardo Guilherme,45.50,2018
111.665.162-68,Leticia Pablo,638.16,2018
111.934.843-93,Evelyn Sofia,491.00,2018
111.269.152-88,Evelyn Laura,16.50,2018
111.702.134-58,Beatriz Marcos,533.30,2018
111.921.814-96,Joao Vinicius,0.00,2018
111.859.076-99,Maria Alex,55.50,2018
111.285.130-30,Jose Viviane,572.80,2018
111.596.273-08,Arthur Manuela,517.20,2018
111.940.750-13,Roberto Arthur,521.60,2018
111.828.867-65,Livia Diego,502.20,2018
111.676.973-30,Bruno Jose,495.30,2018
111.795.705-57,Livia Daniel,15.50,2018
111.722.761-77,Caua Valentina,37.44,2018
111.401.690-11,Marcos Melissa,502.60,2018
111.850.860-57,Jose Diego,546.40,2018
111.616.741-36,Guilhermina Valentina,520.40,2018
111.169.615-67,Luciana Paula,0.00,2018
111.781.968-59,Wagner Camila,658.80,2018
111.307.934-66,Mauricio Natalia,60.80,2018
111.880.462-36,Leticia Bianca,47.37,2018
111.723.849-05,Leandro Roberto,495.10,2018
111.677.055-94,Lais Joao,647.74,2018
111.394.833-20,Vitor Lorena,651.32,2018
111.721.624-23,Luca Guilherme,49.70,2018
111.989.018-07,Laura Sofia,0.00,2018
111.788.246-04,Otavio Juliana,528.50,2018
111.190.959-08,Camila Maria,475.50,2018
111.486.052-00,Gustavo Bianca,608.00,2018
111.142.013-18,Marcos Alice,495.60,2018
111.950.553-23,Leticia Alice,0.00,2018
111.120.459-73,Leonardo Vinicius,489.80,2018
111.685.775-95,Wagner Evelyn,535.60,2018
111.451.653-40,Nathanael Bruna,715.62,2018
111.935.301-89,Pedro Nicolas,36.97,2018
111.492.624-24,Joao Guilhermina,47.37,2018
111.906.376-15,Thiago Leonardo,38.75,2018
111.577.996-90,Lara Bianca,45.06,2018
111.297.659-36,Daniel Emilly,537.30,2018
111.145.071-54,Jose Luciana,40.90,2018
111.327.927-77,Lara Thales,49.34,2018
111.360.996-59,Maria Lucas,553.50,2018
111.619.177-80,Luan Felipe,18.25,2018
111.008.990-80,Vinicius Thales,0.00,2018
111.627.220-92,Yuri Valentina,56.84,2018
111.333.652-00,Evelyn Luiz,18.00,2018
111.640.054-05,Sophia Vinicius,48.34,2018
111.309.819-07,Nathanael Luiz,47.03,2018
111.128.550-43,Daniel Luan,0.00,2018
111.409.156-52,Lara Otavio,16.50,2018
111.909.273-57,Emilly Bianca,527.00,2018
111.391.097-70,Natalia Valeria,0.00,2018
111.100.231-08,Leonardo Gabriel,54.84,2018
111.987.665-16,Julia Guilherme,656.82,2018
111.897.026-44,Isadora Michele,455.03,2018
111.999.407-92,Leticia Emilly,658.04,2018
111.645.918-97,Yuri Laura,37.14,2018
111.443.891-00,Eduardo Renan,43.17,2018
111.109.227-75,Joao Gabriel,515.80,2018
111.791.042-63,Ricardo Lais,522.00,2018
111.520.722-30,Thales Renan,576.50,2018
111.388.102-10,Enzo Eloah,664.50,2018
111.244.727-08,Lais Beatriz,500.40,2018
111.079.712-13,Maria Caio,514.90,2018
111.173.765-60,Enzo Maria,450.20,2018
111.538.457-27,Renan Gabriel,621.80,2018
111.308.700-51,Vitoria Leticia,530.30,2018
111.928.028-62,Maria Yuri,53.38,2018
111.017.980-78,Paula Nicolas,659.92,2018
111.219.864-34,Leticia Leticia,540.00,2018
111.462.753-17,Larissa Sophia,561.20,2018
111.665.377-28,Emilly Ricardo,498.60,2018
111.723.662-88,Mateus Larissa,615.20,2018
111.020.789-46,Rodrigo Natalia,0.00,2018
111.781.515-61,Luan Caua,36.89,2018
111.406.773-58,Evelyn Valentina,47.42,2018
111.821.956-25,Enzo Maria,544.80,2018
111.785.477-38,Laura Laura,563.90,2018
111.363.704-08,Lucas Yuri,476.60,2018
111.757.609-26,Eduarda Juliana,595.70,2018
111.792.131-00,Wagner Juliana,580.90,2018
111.433.749-22,Leticia Felipe,435.37,2018
111.562.957-74,Manuela Bianca,586.00,2018
111.947.015-02,Michele Thales,53.50,2018
111.668.020-02,Fernanda Luana,626.74,2018
111.630.326-07,Sophia Miguel,0.00,2018
111.436.884-97,Juliana Caio,668.28,2018
111.885.535-47,Lucas Felipe,550.90,2018
111.284.604-01,Vitor Diego,487.80,2018
111.485.816-50,Clara Vitor,530.00,2018
111.207.645-36,Lucas Marcelo,0.00,2018
111.594.020-97,Guilherme Alice,496.00,2018
111.367.036-59,Joao Rafael,43.67,2018
111.697.120-57,Leticia Eduarda,463.60,2018
111.270.951-70,Sofia Eduarda,17.00,2018
111.852.239-46,Matheus Emilly,507.70,2018
111.714.979-89,Alex Valentina,522.10,2018
111.079.826-59,Cecilia Luana,562.50,2018
111.777.681-63,Yuri Luciana,706.38,2018
111.438.142-10,Roberto Luiz,0.00,2018
111.018.244-11,Caio Catarina,464.30,2018
111.788.850-04,Emilly Sophie,46.56,2018
111.252.939-35,Caua Diego,543.50,2018
111.431.449-15,Matheus Camila,41.00,2018
111.097.993-43,Maria Bruno,505.40,2018
111.173.139-69,Vanessa Mateus,557.60,2018
111.694.989-23,Clara Wagner,51.24,2018
111.708.831-54,Raul Mateus,520.00,2018
111.329.118-50,Yuri Rafael,503.70,2018
111.696.238-30,Valeria Vanessa,490.30,2018
111.600.570-00,Paula Raul,491.60,2018
111.131.114-55,Caio Mauricio,477.20,2018
111.487.273-63,Luan Alana,503.90,2018
111.038.571-44,Laura Beatriz,589.70,2018
111.633.600-00,Otavio Caua,698.18,2018
111.921.620-87,Luciana Lais,542.80,2018
111.051.453-93,Daniel Eduardo,0.00,2018
111.046.808-14,Lais Michele,524.40,2018
111.127.780-59,Alice Felipe,39.53,2018
111.058.146-83,Catarina Felipe,38.30,2018
111.304.061-55,Thiago Vitoria,540.80,2018
111.630.419-03,Nicolas Alice,637.00,2018
111.262.361-90,Emilly Bruna,641.54,2018
111.314.782-30,Catarina Carolina,643.00,2018
111.039.825-49,Sophie Manuela,719.62,2018
111.166.861-86,Luciana Maria,43.40,2018
111.938.294-07,Guilhermina Vanessa,507.00,2018
111.673.521-64,Ricardo Marcos,499.90,2018
111.427.552-40,Valentina Sophie,564.40,2018
111.259.176-71,Mariana Caio,0.00,2018
111.483.695-58,Caroline Enzo,603.36,2018
111.402.816-26,Wagner Valeria,538.80,2018
111.572.447-01,Daniel Melissa,0.00,2018
111.250.444-40,Fernando Carolina,487.20,2018
111.391.194-00,Matheus Felipe,0.00,2018
111.637.580-75,Arthur Luana,25.63,2018
111.085.224-80,Alana Melissa,509.20,2018
111.915.288-09,Vinicius Julia,45.00,2018
111.641.829-37,Jose Eloah,512.50,2018
111.795.278-89,Manuela Clara,0.00,2018
111.042.351-04,Bruna Guilhermina,20.82,2018
111.935.413-48,Guilhermina Alex,46.06,2018
111.879.736-50,Isabela Isabela,700.74,2018
111.383.197-50,Vinicius Caio,43.27,2018
111.219.262-00,Viviane Mariana,47.00,2018
111.083.755-70,Valeria Caroline,0.00,2018
111.105.999-09,Camila Yuri,620.46,2018
111.613.635-19,Beatriz Isabela,51.27,2018
111.047.889-79,Lais Roberto,469.80,2018
111.181.327-25,Evelyn Alana,57.57,2018
111.957.483-13,Vinicius Marcelo,458.30,2018
111.496.531-28,Alex Roberto,0.00,2018
111.176.324-94,Larissa Valeria,0.00,2018
111.654.672-65,Gabriel Lucas,562.70,2018
111.402.135-90,Helena Eloah,594.10,2018
111.936.076-92,Camila Melissa,42.00,2018
111.712.042-04,Diego Thiago,650.90,2018
111.285.101-77,Fernando Livia,533.00,2018
111.458.802-71,Nicolas Nathanael,517.80,2018
111.947.283-82,Luca Wagner,41.27,2018
111.684.917-43,Manuela Alana,44.63,2018
111.318.884-66,Michele Enzo,441.70,2018
111.338.970-62,Lorena Cecilia,507.60,2018
111.582.511-02,Maria Diego,40.61,2018
111.491.694-46,Laura Matheus,561.60,2018
111.587.843-11,Mariana Manuela,513.20,2018
111.716.771-08,Vitor Rafael,51.99,2018
111.789.666-60,Clara Roberto,56.44,2018
111.240.549-84,Luca Raul,574.50,2018
111.424.239-76,Bruno Maria,533.90,2018
111.020.034-97,Catarina Lara,641.96,2018
111.710.547-95,Manuela Vitor,467.20,2018
111.863.324-27,Bianca Valentina,21.50,2018
111.521.409-01,Daniel Bruna,19.00,2018
111.468.056-84,Joao Vitoria,560.00,2018
111.277.043-60,Vitor Fernanda,39.44,2018
111.187.207-05,Luciana Amanda,640.20,2018
111.242.815-75,Matheus Julia,570.00,2018
111.384.639-35,Leticia Melissa,558.80,2018
111.610.627-64,Sophie Diego,54.23,2018
111.187.207-50,Maria Alice,462.40,2018
111.965.703-49,Diego Joao,519.60,2018
111.668.801-03,Eduarda Gabriel,46.93,2018
111.590.796-04,Eduarda Eduarda,0.00,2018
111.801.744-95,Guilherme Guilhermina,679.34,2018
111.296.184-72,Carolina Alex,599.40,2018
111.656.143-50,Melissa Valentina,62.20,2018
111.810.821-55,Catarina Vanessa,550.50,2018
111.266.266-30,Valeria Leticia,689.14,2018
111.938.059-35,Carolina Marcelo,0.00,2018
111.902.298-03,Marcelo Vinicius,580.10,2018
111.285.797-79,Renato Marcelo,524.80,2018
111.626.031-55,Melissa Luiz,672.50,2018
111.324.267-17,Amanda Diego,59.81,2018
111.669.368-93,Livia Alana,689.10,2018
111.679.286-90,Caio Natalia,0.00,2018
111.602.502-56,Leandro Lorena,43.98,2018
111.549.445-41,Gustavo Cecilia,504.40,2018
111.386.722-28,Vinicius Helena,506.10,2018
111.292.055-46,Isabela Emilly,46.32,2018
111.416.146-28,Hugo Ricardo,466.03,2018
111.488.311-04,Caua Leticia,381.60,2018
111.360.159-64,Felipe Maria,507.20,2018
111.006.858-12,Amanda Nicolas,0.00,2018
111.028.111-54,Bruna Mauricio,657.06,2018
111.516.801-80,Lorena Laura,0.00,2018
111.882.545-02,Isadora Daniel,43.78,2018
111.702.269-68,Evelyn Mariana,64.20,2018
111.964.845-73,Eloah Gustavo,639.34,2018
111.445.946-34,Pablo Sofia,43.34,2018
111.719.726-89,Vinicius Leonardo,512.10,2018
111.756.781-85,Emilly Vitoria,654.02,2018
111.796.582-41,Alana Pablo,650.76,2018
111.204.590-52,Vanessa Renato,49.69,2018
111.542.262-01,Carolina Caio,50.91,2018
111.720.503-90,Renan Hugo,44.19,2018
111.109.576-15,Caroline Matheus,447.30,2018
111.004.085-09,Ricardo Maria,51.55,2018
111.117.014-55,Livia Leandro,658.40,2018
111.647.017-94,Arthur Renan,0.00,2018
111.554.120-73,Miguel Maria,555.70,2018
111.625.166-23,Daniel Renato,677.62,2018
111.412.561-28,Gustavo Caua,53.00,2018
111.689.290-37,Joao Guilhermina,47.37,2018
111.444.933-40,Thiago Leonardo,38.75,2018
111.663.721-46,Lara Bianca,45.06,2018
111.163.382-07,Daniel Emilly,537.30,2018
111.084.427-32,Jose Luciana,40.90,2018
111.693.259-53,Lara Thales,49.34,2018
111.618.710-77,Maria Lucas,553.50,2018
111.894.388-22,Luan Felipe,18.25,2018
111.639.538-05,Vinicius Thales,0.00,2018
111.542.682-48,Yuri Valentina,56.84,2018
111.351.206-36,Evelyn Luiz,18.00,2018
111.152.525-00,Sophia Vinicius,48.34,2018
111.761.096-74,Nathanael Luiz,47.03,2018
111.244.784-71,Daniel Luan,0.00,2018
111.199.915-55,Lara Otavio,16.50,2018
111.024.491-88,Emilly Bianca,527.00,2018
111.999.683-87,Natalia Valeria,0.00,2018
111.836.518-30,Leonardo Gabriel,54.84,2018
111.623.529-04,Julia Guilherme,656.82,2018
111.534.932-95,Isadora Michele,455.03,2018
111.048.023-04,Leticia Emilly,658.04,2018
111.549.589-56,Yuri Laura,37.14,2018
111.895.319-32,Eduardo Renan,43.17,2018
111.810.784-50,Joao Gabriel,515.80,2018
111.127.091-41,Ricardo Lais,522.00,2018
111.244.672-42,Thales Renan,576.50,2018
111.653.648-43,Enzo Eloah,664.50,2018
111.537.395-01,Lais Beatriz,500.40,2018
111.244.537-72,Maria Caio,514.90,2018
111.011.718-95,Enzo Maria,450.20,2018
111.204.486-01,Renan Gabriel,621.80,2018
111.581.994-03,Livia Leticia,497.60,2018
111.070.379-23,Guilhermina Luana,53.51,2018
111.036.679-29,Alice Leticia,715.62,2018
111.060.426-21,Fernanda Bruna,589.90,2018
111.087.352-22,Manuela Julia,493.00,2018
111.587.801-28,Guilherme Roberto,517.90,2018
111.421.903-00,Caio Renan,18.00,2018
111.945.701-28,Laura Felipe,48.67,2018
111.850.070-14,Laura Gabriel,524.80,2018
111.033.386-12,Beatriz Leandro,547.60,2018
111.757.392-01,Cecilia Lucas,546.80,2018
111.231.725-02,Vanessa Pablo,45.93,2018
111.472.364-12,Manuela Fernando,697.66,2018
111.056.265-67,Bruno Arthur,505.30,2018
111.907.993-42,Vanessa Mariana,509.00,2018
111.616.618-21,Otavio Viviane,50.84,2018
111.172.732-69,Gustavo Bruno,53.06,2018
111.434.199-23,Viviane Rodrigo,34.61,2018
